zip,compid,compname,comrate,indrate,resrate
01772,1998,Boston Edison Co.,193.53,199.87,201.75
01772,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01773,1998,Boston Edison Co.,193.53,199.87,201.75
01775,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01775,1998,Boston Edison Co.,193.53,199.87,201.75
01776,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01776,1998,Boston Edison Co.,193.53,199.87,201.75
01778,1998,Boston Edison Co.,193.53,199.87,201.75
01801,1998,Boston Edison Co.,193.53,199.87,201.75
01803,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01803,1998,Boston Edison Co.,193.53,199.87,201.75
01805,1998,Boston Edison Co.,193.53,199.87,201.75
01810,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01821,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01821,1998,Boston Edison Co.,193.53,199.87,201.75
01824,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01824,1998,Boston Edison Co.,193.53,199.87,201.75
01826,26510,Granite State Electric Co.,106.11,104.12,125.3
01826,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01827,15472,PSC of New Hampshire,136.75,128.88,151.42
01827,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01830,4148,"Unitil Energy Systems, Inc.",0,0,0
01830,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01832,4148,"Unitil Energy Systems, Inc.",0,0,0
01832,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01833,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01834,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01835,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01840,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01841,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01843,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01844,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01844,26510,Granite State Electric Co.,106.11,104.12,125.3
01845,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01850,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01851,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01852,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01854,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01860,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01860,4148,"Unitil Energy Systems, Inc.",0,0,0
01862,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01862,1998,Boston Edison Co.,193.53,199.87,201.75
01863,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01864,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01867,1998,Boston Edison Co.,193.53,199.87,201.75
01876,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01879,15472,PSC of New Hampshire,136.75,128.88,151.42
01879,26510,Granite State Electric Co.,106.11,104.12,125.3
01879,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01880,1998,Boston Edison Co.,193.53,199.87,201.75
01880,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01886,1998,Boston Edison Co.,193.53,199.87,201.75
01886,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01887,1998,Boston Edison Co.,193.53,199.87,201.75
01887,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01890,1998,Boston Edison Co.,193.53,199.87,201.75
01890,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01901,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01902,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01904,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01905,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01906,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01907,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01908,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01913,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01913,4148,"Unitil Energy Systems, Inc.",0,0,0
01915,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01921,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01922,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01923,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01929,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01930,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01938,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01940,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01944,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01945,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01949,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01950,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01951,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01952,4148,"Unitil Energy Systems, Inc.",0,0,0
01952,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01960,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01966,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01969,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01970,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01982,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01983,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01984,11804,Massachusetts Electric Co.,160.29,159.57,154.32
01985,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02019,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02019,1998,Boston Edison Co.,193.53,199.87,201.75
02021,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02021,1998,Boston Edison Co.,193.53,199.87,201.75
02025,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02026,1998,Boston Edison Co.,193.53,199.87,201.75
02030,1998,Boston Edison Co.,193.53,199.87,201.75
02032,1998,Boston Edison Co.,193.53,199.87,201.75
02035,1998,Boston Edison Co.,193.53,199.87,201.75
02035,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02038,1998,Boston Edison Co.,193.53,199.87,201.75
02038,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02043,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02045,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02047,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02048,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02050,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02050,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02051,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02052,1998,Boston Edison Co.,193.53,199.87,201.75
02053,1998,Boston Edison Co.,193.53,199.87,201.75
02053,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02054,1998,Boston Edison Co.,193.53,199.87,201.75
02056,1998,Boston Edison Co.,193.53,199.87,201.75
02056,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02061,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02061,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02062,1998,Boston Edison Co.,193.53,199.87,201.75
02066,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02066,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02067,1998,Boston Edison Co.,193.53,199.87,201.75
02067,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02071,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02071,1998,Boston Edison Co.,193.53,199.87,201.75
02072,1998,Boston Edison Co.,193.53,199.87,201.75
02072,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02081,1998,Boston Edison Co.,193.53,199.87,201.75
02081,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02090,1998,Boston Edison Co.,193.53,199.87,201.75
02093,1998,Boston Edison Co.,193.53,199.87,201.75
02093,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02093,13214,Narragansett Electric Co.,136.93,127.63,150.98
02108,1998,Boston Edison Co.,193.53,199.87,201.75
02109,1998,Boston Edison Co.,193.53,199.87,201.75
02110,1998,Boston Edison Co.,193.53,199.87,201.75
02111,1998,Boston Edison Co.,193.53,199.87,201.75
02113,1998,Boston Edison Co.,193.53,199.87,201.75
02114,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02114,1998,Boston Edison Co.,193.53,199.87,201.75
02115,1998,Boston Edison Co.,193.53,199.87,201.75
02116,1998,Boston Edison Co.,193.53,199.87,201.75
02118,1998,Boston Edison Co.,193.53,199.87,201.75
02119,1998,Boston Edison Co.,193.53,199.87,201.75
02120,1998,Boston Edison Co.,193.53,199.87,201.75
02121,1998,Boston Edison Co.,193.53,199.87,201.75
02122,1998,Boston Edison Co.,193.53,199.87,201.75
02124,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02124,1998,Boston Edison Co.,193.53,199.87,201.75
02125,1998,Boston Edison Co.,193.53,199.87,201.75
02126,1998,Boston Edison Co.,193.53,199.87,201.75
02127,1998,Boston Edison Co.,193.53,199.87,201.75
02128,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02128,1998,Boston Edison Co.,193.53,199.87,201.75
02129,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02129,1998,Boston Edison Co.,193.53,199.87,201.75
02130,1998,Boston Edison Co.,193.53,199.87,201.75
02131,1998,Boston Edison Co.,193.53,199.87,201.75
02132,1998,Boston Edison Co.,193.53,199.87,201.75
02134,1998,Boston Edison Co.,193.53,199.87,201.75
02134,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02135,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02135,1998,Boston Edison Co.,193.53,199.87,201.75
02136,1998,Boston Edison Co.,193.53,199.87,201.75
02138,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02138,1998,Boston Edison Co.,193.53,199.87,201.75
02139,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02139,1998,Boston Edison Co.,193.53,199.87,201.75
02140,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02140,1998,Boston Edison Co.,193.53,199.87,201.75
02141,1998,Boston Edison Co.,193.53,199.87,201.75
02141,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02142,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02143,1998,Boston Edison Co.,193.53,199.87,201.75
02143,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02144,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02144,1998,Boston Edison Co.,193.53,199.87,201.75
02144,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02145,1998,Boston Edison Co.,193.53,199.87,201.75
02145,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02148,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02148,1998,Boston Edison Co.,193.53,199.87,201.75
02149,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02149,1998,Boston Edison Co.,193.53,199.87,201.75
02150,1998,Boston Edison Co.,193.53,199.87,201.75
02150,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02151,1998,Boston Edison Co.,193.53,199.87,201.75
02151,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02152,1998,Boston Edison Co.,193.53,199.87,201.75
02152,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02155,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02155,1998,Boston Edison Co.,193.53,199.87,201.75
02163,1998,Boston Edison Co.,193.53,199.87,201.75
02163,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02169,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02169,1998,Boston Edison Co.,193.53,199.87,201.75
02170,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02170,1998,Boston Edison Co.,193.53,199.87,201.75
02171,1998,Boston Edison Co.,193.53,199.87,201.75
02171,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02176,1998,Boston Edison Co.,193.53,199.87,201.75
02176,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02180,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02180,1998,Boston Edison Co.,193.53,199.87,201.75
02184,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02186,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02186,1998,Boston Edison Co.,193.53,199.87,201.75
02188,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02189,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02190,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02191,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02199,1998,Boston Edison Co.,193.53,199.87,201.75
02203,1998,Boston Edison Co.,193.53,199.87,201.75
02210,1998,Boston Edison Co.,193.53,199.87,201.75
02215,1998,Boston Edison Co.,193.53,199.87,201.75
02222,1998,Boston Edison Co.,193.53,199.87,201.75
02301,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02302,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02322,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02324,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02330,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02332,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02332,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02333,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02338,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02338,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02339,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02341,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02343,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02346,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02346,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02347,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02351,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02356,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02359,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02359,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02360,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02364,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02364,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02367,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02367,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02368,1998,Boston Edison Co.,193.53,199.87,201.75
02368,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02370,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02375,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02379,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02382,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02420,1998,Boston Edison Co.,193.53,199.87,201.75
02421,1998,Boston Edison Co.,193.53,199.87,201.75
02445,1998,Boston Edison Co.,193.53,199.87,201.75
02446,1998,Boston Edison Co.,193.53,199.87,201.75
02451,1998,Boston Edison Co.,193.53,199.87,201.75
02452,1998,Boston Edison Co.,193.53,199.87,201.75
02453,1998,Boston Edison Co.,193.53,199.87,201.75
02458,1998,Boston Edison Co.,193.53,199.87,201.75
02459,1998,Boston Edison Co.,193.53,199.87,201.75
02460,1998,Boston Edison Co.,193.53,199.87,201.75
02461,1998,Boston Edison Co.,193.53,199.87,201.75
02462,1998,Boston Edison Co.,193.53,199.87,201.75
02464,1998,Boston Edison Co.,193.53,199.87,201.75
02465,1998,Boston Edison Co.,193.53,199.87,201.75
02466,1998,Boston Edison Co.,193.53,199.87,201.75
02467,1998,Boston Edison Co.,193.53,199.87,201.75
02468,1998,Boston Edison Co.,193.53,199.87,201.75
02472,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02472,1998,Boston Edison Co.,193.53,199.87,201.75
02474,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02474,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02474,1998,Boston Edison Co.,193.53,199.87,201.75
02476,1998,Boston Edison Co.,193.53,199.87,201.75
02478,2886,Cambridge Electric Light Co.,171.59,164.96,211.38
02478,1998,Boston Edison Co.,193.53,199.87,201.75
02481,1998,Boston Edison Co.,193.53,199.87,201.75
02482,1998,Boston Edison Co.,193.53,199.87,201.75
02492,1998,Boston Edison Co.,193.53,199.87,201.75
02493,1998,Boston Edison Co.,193.53,199.87,201.75
02494,1998,Boston Edison Co.,193.53,199.87,201.75
02532,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02534,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02535,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02536,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02537,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02538,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02539,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02540,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02542,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02543,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02554,13206,Nantucket Electric Co.,186.29,181.23,178.49
02556,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02558,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02559,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02561,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02562,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02563,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02568,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02571,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02575,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02576,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02601,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02630,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02631,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02632,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02633,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02635,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02637,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02638,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02639,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02642,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02644,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02645,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02646,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02647,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02648,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02649,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02650,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02652,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02653,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02655,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02657,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02659,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02660,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02663,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02664,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02666,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02667,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02668,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02670,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02671,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02673,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02675,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02702,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02702,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02703,13214,Narragansett Electric Co.,136.93,127.63,150.98
02703,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02715,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02717,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02717,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02719,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02720,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02720,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02721,13214,Narragansett Electric Co.,136.93,127.63,150.98
02721,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02723,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02724,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02725,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02726,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02738,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02739,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02740,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02743,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02744,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02745,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02746,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02747,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02747,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02748,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02760,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02762,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02763,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02764,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02766,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02767,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02769,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02770,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02771,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02771,13214,Narragansett Electric Co.,136.93,127.63,150.98
02777,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02779,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02779,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02780,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02790,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02790,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02790,13214,Narragansett Electric Co.,136.93,127.63,150.98
02802,13214,Narragansett Electric Co.,136.93,127.63,150.98
02804,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
02804,13214,Narragansett Electric Co.,136.93,127.63,150.98
02806,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02806,13214,Narragansett Electric Co.,136.93,127.63,150.98
02808,13214,Narragansett Electric Co.,136.93,127.63,150.98
02809,13214,Narragansett Electric Co.,136.93,127.63,150.98
02812,13214,Narragansett Electric Co.,136.93,127.63,150.98
02813,13214,Narragansett Electric Co.,136.93,127.63,150.98
02814,13214,Narragansett Electric Co.,136.93,127.63,150.98
02815,13214,Narragansett Electric Co.,136.93,127.63,150.98
02816,13214,Narragansett Electric Co.,136.93,127.63,150.98
02817,13214,Narragansett Electric Co.,136.93,127.63,150.98
02818,13214,Narragansett Electric Co.,136.93,127.63,150.98
02822,13214,Narragansett Electric Co.,136.93,127.63,150.98
02824,13214,Narragansett Electric Co.,136.93,127.63,150.98
02825,13214,Narragansett Electric Co.,136.93,127.63,150.98
02826,13214,Narragansett Electric Co.,136.93,127.63,150.98
02827,13214,Narragansett Electric Co.,136.93,127.63,150.98
02828,13214,Narragansett Electric Co.,136.93,127.63,150.98
02830,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02830,13214,Narragansett Electric Co.,136.93,127.63,150.98
02831,13214,Narragansett Electric Co.,136.93,127.63,150.98
02832,13214,Narragansett Electric Co.,136.93,127.63,150.98
02833,13214,Narragansett Electric Co.,136.93,127.63,150.98
02835,13214,Narragansett Electric Co.,136.93,127.63,150.98
02836,13214,Narragansett Electric Co.,136.93,127.63,150.98
02837,13214,Narragansett Electric Co.,136.93,127.63,150.98
02837,4089,Commonwealth Electric Co.,172.95,163.03,195.27
02837,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02838,13214,Narragansett Electric Co.,136.93,127.63,150.98
02839,13214,Narragansett Electric Co.,136.93,127.63,150.98
02840,13214,Narragansett Electric Co.,136.93,127.63,150.98
02842,13214,Narragansett Electric Co.,136.93,127.63,150.98
02852,13214,Narragansett Electric Co.,136.93,127.63,150.98
02857,13214,Narragansett Electric Co.,136.93,127.63,150.98
02858,13214,Narragansett Electric Co.,136.93,127.63,150.98
02859,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02859,13214,Narragansett Electric Co.,136.93,127.63,150.98
02860,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02860,13214,Narragansett Electric Co.,136.93,127.63,150.98
02861,13214,Narragansett Electric Co.,136.93,127.63,150.98
02861,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02863,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02863,13214,Narragansett Electric Co.,136.93,127.63,150.98
02864,13214,Narragansett Electric Co.,136.93,127.63,150.98
02864,11804,Massachusetts Electric Co.,160.29,159.57,154.32
02865,13214,Narragansett Electric Co.,136.93,127.63,150.98
02871,13214,Narragansett Electric Co.,136.93,127.63,150.98
02873,13214,Narragansett Electric Co.,136.93,127.63,150.98
02874,13214,Narragansett Electric Co.,136.93,127.63,150.98
02875,13214,Narragansett Electric Co.,136.93,127.63,150.98
