MarketName,Street,City,County,State,Zipcode,Longitude,Latitude
Sparta Farmers Market,65 Main Street,Sparta,Sussex,New Jersey,7871,-74.6307161,41.0400852
Speculator Farmers,Rt 30,Speculator,Hamilton,New York,12164,-74.359031,43.495958
Spenard Farmers Market,2590 Spenard Road,Anchorage,Anchorage,Alaska,99503,-149.905192,61.197271
Spencer Area Farmers Market,"Southpark Mall, 901-11th Street SW",Spencer,Clay,Iowa,51301,-95.1498,43.1457
Spencer Creek Community Growers' Market,86013 Lorane Hwy.,Eugene,Lane,Oregon,97405,-123.153348,43.995747
Spencer Farmers Market,200 Bowman Street Parking Plaza,Spencer,Roane,West Virginia,25276,-81.350241,38.80333
Spencer's Market - Morro Bay,"Hwy. 1, North of Hwy. 41 Jtn.",Morro Bay,San Luis Obispo,California,93442,-120.859,35.3904
Spinney Hill Farmer's Market,125 Community Dr.,Manhasset,,New York,11030,-73.7041,40.7826
Spokane Farmers' Market,20 W. 5th Avenue,Spokane,Spokane,Washington,99201,-117.4117778,47.6514432
Spooner Farmers Market,Front at Oak Street,Spooner,Washburn,Wisconsin,54801,-91.887245,45.825181
Spotsylvania Courthouse Farmers Market,Route 208,Spotsylvania,,Virginia,,-77.6631,38.1665
Spotsylvania Farmers Market,4600 Spotsylvania Parkway,Fredericksburg,Spotsylvania,Virginia,22408,-77.494844,38.217811
Spotsylvania Farmers Market,12150 Gordon Rd,Fredericksburg,Spotsylvania,Virginia,22408,-77.571776,38.287017
Spout Springs Library Farmers Market,6488 Spout Springs Road,Flowery Branch,Hall,Georgia,30542,-83.89486,34.15223
Sprague River Farmers Market,,Chiloquin,Klamath,Oregon,,-121.516,42.4814
Spring City Farmers' Market,35 West 100 North,Spring City,Sanpete County,Utah,,-111.495,39.4795
Spring Creek Market,,Killdeer,Dunn,North Dakota,,-102.754075,47.371958
Spring Hill Farmers Market,300 Webster,Spring Hill,Johnson,Kansas,66083,-94.825344,38.7461
Spring Lake Farm & Garden Market,Parking Lot adjacent to Church Street,Spring Lake,Ottawa,Michigan,49456,-86.194705,43.076396
Spring Park Farmers Market,400 South Main Street,Tuscumbia,,Alabama,35674,-87.7036,34.7312
Spring River Farmers Market,Santee Drive,Cherokee Village,Sharp,Arkansas,72529,-91.528709,36.309009
Spring Valley Farmers Market,Corner of Rt 45 and North Church Street,Spring Valley,Rockland,New York,10977,-74.042677,41.113539
Springdale Farmers' Market,Intersection E. Emma Avenue/Highway 265,Springdale,Washington,Arkansas,72765,-94.116246,36.184588
Springfield Cooperative Farmers Market,158 Avocado Street,Springfield,Hampden,Massachusetts,1101,-72.59491,42.10383
Springfield Farmers Market,503 Military Avenue,Springfield,Calhoun,Michigan,49037,-85.26684,42.32493
Springfield Farmers Market,139 Mountain Ave,Springfield,Union,New Jersey,7081,-74.3145508,40.7068431
Springfield Farmers' Market,5th and A St.,Springfield,Lane,Oregon,97477,-123.019538,44.046944
Springfield Old Capitol Farmers Market,"Adams Street, Between 2rd & 5th Sts.",Springfield,Sangamon,Illinois,62701,-89.6486,39.8008
Springfield Recreation Area Farmers Market,3983 Lund Road,Fife Lake,Kalkaska,Michigan,49633,-85.2538,44.5409
Springfield Winter Farmers' Market,302 Sumner Ave.,Springfield,Hampden,Massachusetts,,-72.5652,42.0846
Springfield/Mason Square Farmers Market,"Baystate Mason Square Health Center, 11 Wilbraham Road",Springfield,Hampden,Massachusetts,1109,-72.563395,42.110905
Springs Farm Farmers Market,1002 Springfield Parkway,Fort Mill,York,South Carolina,29715,-80.9214,35.0207
Springtown Farmers' Market,Rts. 212/412,Springtown,Bucks,Pennsylvania,18081,-75.291,40.5562
Springville Farmers Market,"Gentner Auction, 341 West Main St",Springville,Erie,New York,,-78.6797,42.5106
Springville Farmers' Market,304 Broadway,Springville,Linn,Iowa,52336,-91.442835,42.060748
Spruce Pine Farmers Market,Upper Street,Spruce Pine,Mitchell,North Carolina,28777,-82.063489,35.915917
Square Fridays,Town Square,Panora,Guthrie,Iowa,50216,-94.36537,41.69185
Square Market,Public Square,Batesville,Panola,Mississippi,38606,-89.952055,34.315968
St Helena Farmers Market (Napa Valley California),,St Helena,Napa,California,94574,-122.465072,38.492882
St Landry Farmers Market,925 E. Landry St,Opelousas,St. Landry,Louisiana,70570,-92.0724,30.5317
St. Albans Northwest Farmers Market,Talor Park,St. Albans,Franklin,Vermont,5821,-73.082703,44.811194
St. Andrew Farmers Market,2608 Browns Lane,Louisville,Jefferson,Kentucky,40220,-85.62251,38.22765
St. Ansgar Farmers Market,Corner of 4th & School Streets,St. Ansgar,Mitchell,Iowa,50472,-92.9204,43.3785
St. Anthony Farmers Market,,St. Anthony,Fremont,Idaho,,-111.682185,43.966301
St. Augustine Beach Farmers Market,350 A1A Beach Blvd,St. AugustineBeach,St. Johns,Florida,32080,-81.26704,29.85737
St. Bernard Seafood & Farmers' Market,409 Aycock Street,Arabi,St. Bernard,Louisiana,70032,-90.00603,29.951105
St. Charles Farmers Market,307 Cedar Avenue,St. Charles,Kane,Illinois,60174,-88.30978,41.91451
St. Charles Farmers' Market,10400 O’Donnell Place,St. Charles,Charles,Maryland,20603,-76.924,38.6002
St. Charles Lions Club Farmers' Market,300 North Riverside Drive,St. Charles,St. Charles,Missouri,63301,-90.481324,38.779358
St. Clair County Farmers Market,2404 Forrest Lane,Pell City,St. Clair,Alabama,35128,-86.2723,33.5756
St. Cloud Area Farmers Market I,"Highway 15, North, Sartell",St. Cloud,Stearns,Minnesota,56301,-94.1652,45.5574
St. Cloud Area Farmers Market II,"Bremer Bank, 12th & Division",St. Cloud,Stearns,Minnesota,,-94.217,45.6229
St. Croix Falls Farmers Market,Washington St.,St. Croix Falls,Polk,Wisconsin,54024,-92.6439,45.4119
St. Francis Farmers Market,Jackson St. between Benton & Dennison St.,St. Francis,Cheyenne,Kansas,,-101.8,39.7752
St. Francis Medical Center Farmer's Market,601 Hamilton Avenue,Trenton,Mercer,New Jersey,8629,-74.7414,40.2163
St. Francis of the Fields Farmers Market,6710 Wolf Pen Branch Road,Harrods Creek,Jefferson,Kentucky,40027,-85.6233,38.3218
St. Francisville Farmers Market,Wilcox Street,St. Francisville,West Feliciana,Louisiana,70775,-91.379702,30.788001
St. George Greenmarket,St Marks & Hyatt St,Staten Island,Richmond,New York,10301,-74.0779,40.6416
St. James Farmers' Market,Hwy. 68,St. James,Phelps,Missouri,65559,-91.611405,37.983663
St. James Marketplace,89039 570 AVE,St. James,Cedar,Nebraska,68792,-97.1459,42.7339
St. John's Church Farmers Market,1 Hudson Street,New York City,Westchester,New York,10701,-73.8988,40.9337
St. Johns Farmer's Market,"The St Johns Plaza, N Lombard and N Philadelphia",St. Johns (Portland),Multnomah,Oregon,97203,-122.755,45.5898
St. Johns Farmers Market,Maple Street,St. Johns,Clinton,Michigan,48879,-84.5591,43.0014
St. Johnsbury Caledonia Farmers Market,On the Green,St. Johnsbury,Caledonia,Vermont,5821,-72.1022,44.4647
St. Joseph Farmers Market,Corner of Broad Street & Lake Blvd.,St. Joseph,Berrien,Michigan,49085,-86.4835,42.1092
St. Joseph Farmers Market,Under city water tower,St. Joseph,Stearns,Minnesota,56374,-94.2904,45.577
St. Joseph's Hospital Health Center's Mobile Market,206 Prospect Ave.,Syracuse,Onondaga,New York,,-76.1484,43.0547
St. Louis Community Farmers' Market,3664 Arsenal Street,St. Louis,St. Louis City,Missouri,63116,-90.244813,38.602771
St. Louis Park Farmers Markets- At the West End and Rec Center Plaza,3700 Monterey Drive,St. Louis Park,Hennepin,Minnesota,55416,-93.341475,44.93716
St. Louis Park Farmers Markets- At the West End and Rec Center Plaza,1621 West End Blvd.,St. Louis Park,Hennepin,Minnesota,,-93.348341,44.96668
St. Luke's Farmers Market,"St. Luke's Church, Summit & Lexington St.",St. Paul,Ramsey,Minnesota,55101,-93.0877,44.9609
St. Luke's SteelStacks Farmers Market,101 Founders Way,Bethlehem,Northampton,Pennsylvania,18015,-75.367273,40.614311
St. Maries Farmers Market,"Main Street, near Hughes Historical House",St. Maries,Benewah,Idaho,83861,-116.567,47.3152
St. Mark United Methodist Church-Seeds of Hope,3200 Lyles St.,Columbia,Richland,South Carolina,29201,-81.0521,34.0242
St. Mark's Church Greenmarket,E 10 St. & 2 Av,New York,New York,New York,10003,-73.9868,40.7298
St. Mary's Market Days,3700 Washington Avenue,Evansville,Vanderburgh,Indiana,47750,-87.50396,37.96362
St. Marys Farmers Market,411 3rd Street,St. Marys,Pleasants County,West Virginia,,-81.2039,39.3909
St. Marys Farmers Market,Bertrand Ave & Fifth Street,Saint Marys,Pottawatomie,Kansas,66536,-96.0701,39.1934
St. Matthews Farmers Market,330 N. Hubbard Lane,Louisville,Jefferson,Kentucky,40207,-85.6454,38.2512
St. Michaels FRESHFARM Market,101 Green Street,St. Michaels,Talbot,Maryland,21663,-76.22278,38.784565
St. Olaf Community Campus Farmers Market,2901 Emerson Ave S,Minneapolis,Hennepin,Minnesota,55411,-93.294718,44.950616
St. Paris Farmer's Market,135 West Main Street,Saint Paris,Champaign,Ohio,43072,-83.9603,40.1259
St. Paul Downtown Farmers Market,290 East Fifth St.,St. Paul,Ramsey,Minnesota,55101,-93.0881,44.9611
St. Paul Downtown Farmers Market - Winter Market,Located in Lowertown on the corner of 5th & Wall St.,St. Paul,Hennepin County,Minnesota,,-93.0858,44.9498
St. Paul UCC Farmers' Market,1302 F Street,Lincoln,Lancaster,Nebraska,68508,-96.7021989,40.805074
St. Paul's Farmers Market,Rts. 0 166,Beachwood,Ocean,New Jersey,,-74.1883,39.9377
St. Peter Farmers Market,Grace and US Hwy 169,St. Peter,Nicollet,Minnesota,56082,-93.958,44.3233
St. Petersburg Saturday Morning Market,230 First Street SE,St. Petersburg,Pinellas,Florida,33701,-82.642121,27.758
St. Ursula Parish,Duncan Ave @ Kirk Ave,Allison Park,Allegheny,Pennsylvania,15101,-79.9624,40.5595
St.John Farmers Market,4th & Main,St. John,Stafford,Kansas,67576,-98.7616,38.0024
Stadium Village Farmers Market,801 South Meridian Street,Indianapolis,,Indiana,46225,-86.1589,39.7564
Stafford Springs Farmers Market,Mocko's lot,Stafford Springs,Tolland,Connecticut,6076,-72.2977,41.9709
STAMFORD - BARTLETT ARBORETUM & GARDENS FARMERS’ MARKET,"Bartlett Arboretum & Gardens, 151 Brookdale Road",Stamford,Fairfield,Connecticut,6901,-73.5377,41.055
Stamford - High RidgeFarmers' Market,1000 High Ridge Road,Stamford,Fairfield,Connecticut,6901,-73.5483,41.1057
Stamford Farmers Market,"Latham Park, Lower Prospect and Forest Streets",Stamford,Fairfield,Connecticut,,-73.5351,41.0566
Stamford Museum & Nature Center Farmers’ Market,39 Scofieldtown Road,Stamford,Fairfield,Connecticut,,-73.5452,41.1236
Stanford CFM,Tressider Union,Standord,Santa Clara,California,94305,-122.171,37.4244
Stanford Farmers Market,,Stanford,Judith Basin,Montana,,-112.534544,45.978923
Stanger's Gate Greenmarket,Eastside of Central Park West at 106th St,New York City,New York,New York,,-73.9447,40.7916
STANLEY FARMERS MARKET,,STANLEY,Chippewa,Wisconsin,,-90.9366,44.9598
Stanly County Farmers Market,100 Railroad St,Albemarle,Stanly,North Carolina,28001,-80.20278,35.35027
Stanton & Turner Open Air Farmers Market,Stanton and Alabama Avenue SE,Washington,District of Columbia,District of Columbia,20020,-76.9752,38.8507
Stapleton Farmers Market,7301 E. 29th Avenue,Denver,Denver,Colorado,80238,-104.9006,39.75755
Stapleton Youthmarket,Bay St. & Canal St.,New York,Richmond,New York,10007,-74.0756,40.6267
Star Valley Farmers' Market,981 North Main Street (Highway 89),Thayne,Lincoln,Wyoming,83127,-111.004,42.9258
Starkville Community Market,,Starkville,Oktibbeha,Mississippi,39759,-88.814166,33.462861
State Center Community Farmers' Market,300 West Preston Street,Baltimore,Baltimore City,Maryland,21201,-76.622643,39.302076
State Center Farmers Market,100 block of West Main Street,State Center,Marshall,Iowa,50247,-93.16432,42.01678
STATE COLLEGE FM,Locust Lane,State College,Centre County,Pennsylvania,,-77.8564,40.7951
State Street Farmers Market,Stat Street,Bristol,Sullivan,Tennessee,37625,-82.1388,36.5844
Statehouse Market,402 W. Washington St.,Indianapolis,Marion,Indiana,46204,-86.163758,39.768666
Staten Island Ferry/Whitehall Greenmarket,4 South Street (inside terminal),New York,New York,New York,10004,-74.0136,40.702
Staten Island Mall Greenmarket,Richmond Ave Entrance (Parking Lot),Staten Island,Richmond,New York,10314,-74.1629,40.6034
"Statesville Market and Exchange, Inc.",646 Baily Farm Road,Statesville,,North Carolina,28625,-80.93,35.9002
Stateville Rotary Farmers Market,East Sharpe Street,Statesville,Iredell,North Carolina,28677,-80.9019,35.7725
Statham Farmers Market,Railroad Street,Statham,,Georgia,30666,-83.6024,33.9681
Staunton/Augusta Farmers' Market,Johnson St. and Byers St.,Staunton,Augusta,Virginia,24401,-79.073882,38.147889
Stayton Market,400 West Virginia Street,Stayton,Marion,Oregon,97383,-122.798,44.8
Ste Genevieve County Farmers Market,Corner of Third & Jefferson Sts,Ste. Genevieve,Ste. Genevieve,Missouri,,-90.0453,37.9853
Steeleville Farmers Market,107 West Broadway,Steeleville,Randolph,Illinois,62288,-89.6587,38.0071
Steilacoom Farmers Market,Downtown Steilacoom on the corner of Wilkes & Lafayette,Steilacoom,,Washington,98388,-122.599,47.1728
Stephenson Farmers' Market,MSU Extension Bldg. parking lot,Stephenson,Menominee,Michigan,49887,-87.6195,45.4208
Sterling Farmers Market,Park st. at Town Hall,Sterling,Worcester,Massachusetts,1564,-71.762,42.4362
Sterling Farmers Market,Briar Patch Park,Sterling,Loudoun,Virginia,22075,-77.388091,39.016827
Steuben County Farmers' Market,317 S. Wayne St.,Angola IN,Steuben,Indiana,46703,-84.998921,41.632962
Steuben County Farmers' Market,519 N. Wayne St.,Angola IN,Steuben,Indiana,46703,-84.999416,41.639406
Stevens Point Farmers Market,"At intersection of Main St, and 2nd Street",Stevens Point,Portage,Wisconsin,54481,-89.585824,44.523376
Stevens Square Farmers Market,Franklin and Nicollet Ave S,Minneapolis,Hennepin,Minnesota,,-93.278,44.9629
Stillwater Farmers Market,"3rd & Pine Street, Riverview Parking Lot",Stillwater,Washington,Minnesota,55082,-92.8079,45.0522
Stillwater Farmers Market,600 S Adams St,Stillwater,Payne,Oklahoma,74074,-97.072539,36.115878
Stillwater Farmers Market,611 N Perkins Rd,Stillwater,Payne,Oklahoma,74075,-97.0508,36.1294
Stillwater Farmers' Market,309 N Main,Stillwater,Payne,Oklahoma,74075,-97.057869,36.125196
Stimmel's Saturday Farmer's Market,1220 Wooster St,Bowling Green,,Ohio,43402,-83.6719,41.3724
Stockton Downtown Certified Farmers Market,200 Main Street,Stockton,San Joaquin,California,95201,-121.287689,37.953072
Stockton Farmers Market II,Highway 20 and Rush Street,Stockton,Jo Daviess,Illinois,61085,-90.011323,42.357096
Stockton Farmers Market II,Highway 78 Next to Casey's,Stockton,Jo Daviess,Illinois,61085,-90.006781,42.348839
Stockton Kaiser CFM,Kaiser Parking Lot,Stockton,San Joaquin,California,95205,-121.289,37.953
Stokes Farmers Market - King location,446 S. Main Street,King,Stokes,North Carolina,27021,-80.3636,36.2744
Stokes Farmers Market - Walnut Cove location,419 N Main Street,Walnut Cove,Stokes,North Carolina,27052,-80.141753,36.29756
Stone Barns Center Farm Market,630 Bedford Road,Pocantico Hills,Westchester,New York,10591,-73.82896,41.10308
Stone County Farmers Market,735 Hall Street - Hudson's Farm Supply,Wggins,Stone County,Mississippi,,-89.1423,30.8494
Stone County Farmers Market,121 Main Street,Mountain View,Stone,Arkansas,72560,-92.116867,35.867933
Stone County Locally Grown Online Market,www.stonecounty.locallygrown.net,n/a,Stone,Arkansas,n/a,-91.831833,35.20105
Stone Gardens Farmers' Market,1012 Straits Rd.,New Hampton,Belknap,New Hampshire,3256,-71.5615,43.6548
Stone Harbor Farmers Market,95th & 2nd Ave.,Stone Harbor,Cape May,New Jersey,8247,-74.758,39.054
Stone Mills Farmers Market,"Old Stone Museum, NYS Rt 180, South of Lafargeville, West from I-81 Exit 49",Clayton,Jefferson,New York,,-76.0858,44.2395
Stonecreek Village Farmers' Market,5757 Pacific Ave.,Stockton,San Joaquin,California,95207,-121.318491,38.001426
Stoneham Farm Hill Farmers Market,"Town Common, Route 28",Stoneham,,Massachusetts,2180,-71.0976,42.4811
Stonestown Farmers Market,3251 20th Ave,San Francisco,San Francisco,California,94132,-122.476383,37.727909
Stonington Farmers Market,"11 Northwest Street, Town Dock",Stonington,New London,Connecticut,6378,-71.90846,41.334538
Stony Point Farmers Market,74 East Main Street,Stony Point,,New York,10980,-73.9849,41.2284
Storm Lake Farmers Market,SE side 600 block of Erie Street,Storm Lake,Buena Vista,Iowa,51588,-95.1953,42.6456
Storrs Farmers Market,4 S. Eagleville Road,Storrs,Tolland,Connecticut,6268,-72.241802,41.801455
Storrs Winter Farmers Market,54 Warrenville Road,Mansfield Center,Tolland,Connecticut,6250,-72.1961765,41.7683221
Stoughton Farmers Market,1050 W. Main Street,Stoughton,Dane,Wisconsin,53589,-89.2358,42.9172
Stow Community Farmers Market,1567 Pilgrim Drive,Stow,Summit,Ohio,44224,-81.451898,41.16869
Stowe Farmers Market,Rte. 108,Stowe,Lamoille,Vermont,5672,-72.71127,44.47342
Strasburg Farmers Market,145 Precision Ave.,Strasburg,Lancaster,Pennsylvania,17579,-76.1915745,39.9852888
Stratford Farmers Market,402 S Weber Ave,Stratford,Marathon,Wisconsin,54484,-90.0791,44.7968
Stratford Farmers Market,Deluca Field at Main Street,Stratford,Fairfield,Connecticut,6497,-73.12937401,41.17460601
Strawberry Point Farmers Market,Inger Park,Strawberry Point,Clayton,Iowa,52076,-91.534035,42.683596
Streator Downtown Farmers Market,200 East Main St,Streator,,Illinois,61364,-88.834,41.121
Strite's Orchard Farm Market and Bakery,1000 Strites Road,Harrisburg,,Pennsylvania,17111,-76.773,40.2522
Stromsburg Farmers Market,Downtown Square,Stromsburg,Polk,Nebraska,68666,-97.5121,41.0993
Strongsville Farmers Market,18100 Royalton Road,Strongsville,Cuyahoga,Ohio,44136,-81.828,41.3136
Stroudsburg Farmers Market,6332 Cherry Valled Rd,Stroudsburg,,Pennsylvania,18360,-75.2406,40.9521
Stuart Farmers Market,320 Chestnut Street,Stuart,Patrick,Virginia,24171,-80.26824,36.63798
Stuart Farmers Market,"Lawbaugh Park, 3rd & S. Division Sts.",Stuart,Guthrie,Iowa,50250,-94.3174,41.496
Stuart Green Market,121 SW Flagler Avenue,Stuart,Martin,Florida,,-80.25495,27.20034
Stuarts Draft Farm Market,2964 Stuarts Draft Highway,Stuarts Draft,,Virginia,24477,-79.023,38.0396
Studio City Farmers Market,Ventura Place And Radford Avenue,Studio City,Los Angeles,California,,-118.393,34.1434
Sturgeon Bay Farm and Craft Market,421 Michigan Street,Sturgeon Bay,Door,Wisconsin,54235,-87.375201,44.83425
Sturgeon Bay Farm and Craft Market,207 S. 3rd Avenue,Sturgeon Bay,Door,Wisconsin,54235,-87.37475,44.832158
Sturgis Farmer's Market,1400 Lazelle Street,Sturgis,Meade,South Dakota,57785,-103.515522,44.4156382
Stuyvesant Town Greenmarket,14th St loop & Ave A (in the Oval),New York,New York,New York,10009,-73.9778,40.7318
Suburban Station Farmers' Market,16th St Concourse between JFK Blvd. & Market St.,Philadelphia,Philadelphia,Pennsylvania,19102,-75.166384,39.953478
SUFFERN FARMERS' MARKET,,Suffern,Rockland,New York,10901,-74.1495889,41.1148179
Suffield Farmers Market,"Town Green, North Main and High Streets",Suffield,Hartford,Connecticut,6078,-72.6501,41.9858
Suffolk Farmers' Market,326 N. Main Street,Suffolk,Suffolk,Virginia,23434,-76.5814,36.7331
Sugar Grove Farmers Market,10 Municipal Drive,Sugar Grove,,Illinois,60554,-88.4541,41.7641
Sugar House Farmers Market,2100 South 1400 East,Salt Lake City,Salt Lake,Utah,84106,-111.850541,40.722811
Sugar Loaf Farmers Market,1389 Kings Highway,Chester,Orange,New York,10918,-74.2877,41.3196
Sugar Ridge Ranch,E8977 Pierce Hill Rd,Viroqua,,Wisconsin,54665,-90.8002,43.5637
SUGAR RIVER FARMERS MARKET,,MONTICELLO,Green,Wisconsin,,-89.5955,42.7453
SUGARCREEK TOWNSHIP FARMERS' MARKET,6134 Wilmington Pike,Dayton (Sugarcreek Township),Greene,Ohio,45459,-84.10998367,39.65086184
Suitland Farmers' Market,4508 Suitland Road,Suitland,Prince George's,Maryland,20746,-76.93019104,38.85171509
Sullivan Farmers' Market,305 Fisher Drive,Sullivan,Franklin,Missouri,63080,-91.168592,38.210331
Sulphur Farmers Market,1015 South Ruth St.,Sulphur,Calcasieu,Louisiana,70664,-93.3768,30.2301
Sulphur Springs Farmers Market,On the Square,Sulphur Springs,Hopkins,Texas,75482,-95.600733,33.138213
Summer Nights Market,6539 Main Street,Gloucester,Gloucester,Virginia,23061,-76.527123,37.418506
Summers Tailgate Market,Old Otter Holler Farm,Hinton,Summers,West Virginia,24962,-80.8878,37.6568
Summerside Farmers Market,441251 East Historic Rte. 66,Vinita,Craig,Oklahoma,74301,-95.2034,36.6268
"Summersville Tailgate Market, Inc","Broad Street, across from Dairy Queen",Summersville,Nicholas,West Virginia,26651,-80.8502,38.2862
Summerville Farmers Market,218 South Main Street,Summerville,Dorchester,South Carolina,29483,-80.176845,33.01812
Summit Farmers Market,Maple Street & DeForest Avenue,Summit,Union,New Jersey,7901,-74.35873,40.71897
Summit Reno Farmers' Market,Mt. Rose Highway and 13958 So. Virginia Street,Reno,Washoe,Nevada,89512,-119.749335,39.404897
Sumter County Farmers Market,700 West Liberty Street,Sumter,Sumter,South Carolina,29153,-80.3293,33.9207
Sumter County Farmers Market,524 North Market Boulevard,Webster,Sumter,Florida,33597,-82.0547,28.616
Sun City Farmers Market,2 Texas Drive Georgetown,Georgetown,Williamson,Texas,78633,-97.717358,30.714718
Sun City Farmers Market,16829 N 99th Aveune,Sun City,Maricopa,Arizona,85351,-112.273604,33.634747
Sun Prairie Farmers Market,East Main andChurch St.,Sun Prairie,Dane,Wisconsin,53590,-89.210658,43.18315
Sunblest,10Th Street Modesto,Modesto,Stanislaus,California,,-120.996,37.6372
Sunbury Curb Farmers Market,225 Market Street,Sunbury,Northumberland,Pennsylvania,17801,-76.7911,40.8612
Sunbury Market House Farmers Market,434 Market Street,Sunbury,Northumberland,Pennsylvania,17801,-76.7905,40.861
Sunday Brunch Farmers Market,633 Medway Rd,Charleston,,South Carolina,29412,-79.9935,32.7603
Sunday Civic Center Farmers Market,3501 Civic Center Drive,San Fafael,Marin,California,94903,-119.601,37.2417
Sunday Farmers Market,"500 Block, Main Street",Deer Lodge,Powell,Montana,,-112.736,46.3975
Sunday Marin Farmers Market,Civic Center Dr,San Rafael,Marin,California,94903,-122.534137,38.000515
Sunday Market,Downtown on 6th and Sherman,Couer d'Alene,Kootenai,Idaho,83814,-116.778,47.6735
Sunday Market- Bronx Museum,165th Grand Concourse,New York,Bronx,New York,10456,-73.9203,40.8309
Sunday Putnam Market,760 Route 6 (at Croton Falls Rd),Mahopac,,New York,10541,-73.7264,41.3773
Sundays on the Island,Blanahasset Island,Marshall,Madison,North Carolina,,-82.684,35.7973
Sunland Park Ardovino's DC Farmers' Market,one Ardovino Dr,sunland park,Dona Ana,New Mexico,88063,-106.557609,31.79122
Sunnyside Grange Farmers' & Artists' Market,13130 SE Sunnyside Rd.,Clackamas,Clackamas,Oregon,97015,-122.528207,45.42657
Sunnyside Greenmarket,Skillman - 42 & 43 Sts,Queens,Queens,New York,11104,-73.9212,40.7469
Sunnyvale Farmers' Market,Murphy Avenue Between Washington & Evelyn Streets,Sunnyvale,Santa Clara,California,94088,-122.0072376,37.3713926
Sunrise County Farmers' Market,"Triangle Park, Downtown",Calais,Washington,Maine,4619,-67.277445,45.189175
Sunrise Station Certified Farmers' Market,Folsom Blvd & Sunrise Blvd,Rancho Cordova,Sacramento,California,95670,-121.2694,38.60565
Sunset Marketplace,5701 SW 72nd Street,South Miami,Miami-Dade,Florida,33143,-80.2854382,25.7044957
Sunset Park Greenmarket,4th Ave - 59 & 60 Sts,Brooklyn,Kings,New York,11220,-74.0184,40.6408
Sunshine Growers Market,Between 4025 and 4055 Esplanade Way,Tallahassee,Leon,Florida,32311,-84.2321,30.3903
Suntree Marketplace,3280 Suntree Blvd.,Melbourne,Brevard,Florida,32940,-80.676599,28.229173
Super Farm Market @ Superstition Farm,3440 S. Hawes Rd.,Mesa,Maricopa,Arizona,85212,-111.653956,33.352989
Superior Downtown Farmers' Market,1530 Tower Ave.,Superior,Douglas,Wisconsin,54880,-92.1039,46.72023
Superior Farm Market,900 River Street,Ontonagon,Ontonagon,Michigan,49953,-89.32159,46.87435
Superstition Ranch Market,4755 East Main Street,Mesa,Maricopa,Arizona,85205-7907,-111.729,33.4152
Surfside Sunset Market,Veteran's Pkwy & Surfside Blvd,Cape Coral,Lee,Florida,33991,-82.024341,26.608161
Surry Farmers Market,Courthouse Square,Surry,Surry,Virginia,23883,-76.8349,37.1384
Susanville Farmers Market,601 Richmond Rd.,Susanville,Lassen,California,96130,-120.659888,40.411341
Sussex County Farmers Market at the Fairgrounds,37 Plains Rd.,Augusta,Sussex,New Jersey,7822,-74.716408,41.135179
Sustainability Center Farmers' Market,308 S. River St.,Hailey,Blaine,Idaho,83333,-114.314761,43.516821
Sustainable Nantucket Famers and Artisans Market,"Tuesdays Mid-Island at The Muse parking lot, 44 Surfside Road",Nantucket,Nantucket,Massachusetts,2554,-70.099869,41.266985
Sustainable Nantucket Famers and Artisans Market,Upper Cambridge and N. Union Streets,Nantucket,Nantucket,Massachusetts,2554,-70.0984,41.284
Sustainable Westford - Westford Farmers Market,"Westford Town Common, at the intersections of Main Street, Lincoln Street, and Boston Road.",Westford,Middlesex,Massachusetts,1886,-71.43869,42.58109
Sutherland Farmers Market,"HWY 30,",Sutherland,Lincoln,Nebraska,69165,-101.131,41.1563
Sutherlin Farmers Market,215 W. Central Avenue,Sutherlin,Douglas,Oregon,97479,-123.315112,43.389756
Sutter Davis Hospital Farmers Market,2000 Sutter Place,Davis,Yolo,California,95616,-121.7721,38.56276
Sutton Community Senior Center,200 South Saunders Avenue,Sutton,Clay,Nebraska,68979,-97.8595,40.6055
Sutton Tailgate Market,,Sutton,Braxton,West Virginia,25063,-80.658143,38.697127
Suttons Bay Farmers Market,FourthStreet,Suttons Bay,Leelanau,Michigan,49682,-85.6511,44.970872
Suwanee Farmers Market,370 Highway 23,Suwanee,Gwinnett,Georgia,30024,-84.0664,34.0559
Suwannee County Farmers Market,208 Ohio Avenue,Live Oak,Suwannee,Florida,,-82.9433,30.0444
Swain County Tailgate Market,101 Mitchell St.,Bryson City,Swain,North Carolina,28713,-83.4479,35.4287
Swansea Farmer's Market Inc,2801 N Illinois St,Swansea,,Illinois,62226,-89.9848,38.5638
Swanville Farmers' Market,Rt. 141/Swan Lake Ave.,Swanville,Waldo,Maine,4915,-69.0021,44.5114
Swarthmore Farmers' Market,Dartmouth Avenue near Lafayette Avenue,Swarthmore borough,Delaware,Pennsylvania,19081,-75.348978,39.901892
Swea City Farmers Market,Reynolds Park,Swea City,Kossuth,Iowa,50590,-94.3073,43.3841
Sweeney's Sweet Corn and Farm Market,887 E. Schoolhouse Rd,Kendallville,,Indiana,46755,-85.2545,41.4825
Sweet Home Farmers Market,621 Main St,Sweet Home,Linn,Oregon,97386,-122.737673,44.397375
Sweet Magnolia Pickins Farmers & Artisans Market,Corner of FM 1774 and FM 1488,Magnolia,,Texas,77354,-95.7542,30.2113
Sweetwater Local Foods Market,6401 Harvey St.,Muskegon,Muskegon,Michigan,49444,-86.2060123,43.1359105
